,symbol,hmdb_id,name
460,DRD2,HMDB0000181,L-Dopa
471,GRIK2,HMDB0000191,L-Aspartic acid
472,GRIK1,HMDB0000191,L-Aspartic acid
473,GRIK3,HMDB0000191,L-Aspartic acid
474,GRIN1,HMDB0000191,L-Aspartic acid
475,GRIN3A,HMDB0000191,L-Aspartic acid
476,GRIN2A,HMDB0000191,L-Aspartic acid
477,GRIN2C,HMDB0000191,L-Aspartic acid
478,GRIA1,HMDB0000191,L-Aspartic acid
479,GRIA4,HMDB0000191,L-Aspartic acid
480,GRIA2,HMDB0000191,L-Aspartic acid
481,GRIN2D,HMDB0000191,L-Aspartic acid
482,GRIN3B,HMDB0000191,L-Aspartic acid
489,FFAR1,HMDB0000207,Oleic acid
495,CNR1,HMDB0000216,Norepinephrine
496,SLC6A2,HMDB0000216,Norepinephrine
498,ADRA2C,HMDB0000216,Norepinephrine
499,ADRA1A,HMDB0000216,Norepinephrine
500,ADRA1D,HMDB0000216,Norepinephrine
501,ADRB1,HMDB0000216,Norepinephrine
502,ADRB3,HMDB0000216,Norepinephrine
504,ADRA1B,HMDB0000216,Norepinephrine
506,ADRB2,HMDB0000216,Norepinephrine
508,CCR5,HMDB0000216,Norepinephrine
509,ADRA2A,HMDB0000216,Norepinephrine
511,TAAR1,HMDB0000216,Norepinephrine
523,LTB4R2,HMDB0000220,Palmitic acid
527,TBXA2R,HMDB0000220,Palmitic acid
531,LPAR2,HMDB0000220,Palmitic acid
532,QRFPR,HMDB0000220,Palmitic acid
533,ADRA1A,HMDB0000220,Palmitic acid
534,GRPR,HMDB0000220,Palmitic acid
536,ADRA1D,HMDB0000220,Palmitic acid
537,EDNRB,HMDB0000220,Palmitic acid
538,ABCA1,HMDB0000220,Palmitic acid
539,HCRTR1,HMDB0000220,Palmitic acid
540,OPN4,HMDB0000220,Palmitic acid
543,FFAR4,HMDB0000220,Palmitic acid
544,HCRTR2,HMDB0000220,Palmitic acid
545,PTGFR,HMDB0000220,Palmitic acid
546,LPAR3,HMDB0000220,Palmitic acid
547,NTSR1,HMDB0000220,Palmitic acid
558,NPSR1,HMDB0000220,Palmitic acid
559,LPAR1,HMDB0000220,Palmitic acid
566,CCKBR,HMDB0000220,Palmitic acid
570,OXTR,HMDB0000220,Palmitic acid
571,UTS2R,HMDB0000220,Palmitic acid
574,EDNRA,HMDB0000220,Palmitic acid
578,TRHR,HMDB0000220,Palmitic acid
581,NPFFR2,HMDB0000220,Palmitic acid
582,LTB4R,HMDB0000220,Palmitic acid
583,ADRA1B,HMDB0000220,Palmitic acid
584,NMUR1,HMDB0000220,Palmitic acid
585,PROKR1,HMDB0000220,Palmitic acid
586,NTSR2,HMDB0000220,Palmitic acid
591,AVPR1A,HMDB0000220,Palmitic acid
593,TNFRSF21,HMDB0000220,Palmitic acid
594,RHO,HMDB0000220,Palmitic acid
596,CCKAR,HMDB0000220,Palmitic acid
597,PTGER1,HMDB0000220,Palmitic acid
599,MCHR2,HMDB0000220,Palmitic acid
601,NPFFR1,HMDB0000220,Palmitic acid
603,HTR2C,HMDB0000220,Palmitic acid
604,AGTR1,HMDB0000220,Palmitic acid
605,GPR65,HMDB0000220,Palmitic acid
607,ABCB4,HMDB0000220,Palmitic acid
609,HTR2B,HMDB0000220,Palmitic acid
610,NMBR,HMDB0000220,Palmitic acid
611,NMUR2,HMDB0000220,Palmitic acid
612,SLC27A1,HMDB0000220,Palmitic acid
613,MCHR1,HMDB0000220,Palmitic acid
614,GHSR,HMDB0000220,Palmitic acid
617,KISS1R,HMDB0000220,Palmitic acid
620,GNRHR,HMDB0000220,Palmitic acid
624,MLNR,HMDB0000220,Palmitic acid
625,PROKR2,HMDB0000220,Palmitic acid
627,BDKRB1,HMDB0000220,Palmitic acid
628,GCGR,HMDB0000220,Palmitic acid
633,AR,HMDB0000234,Testosterone
635,ESR2,HMDB0000234,Testosterone
642,NR3C1,HMDB0000234,Testosterone
643,ESR1,HMDB0000234,Testosterone
649,FFAR2,HMDB0000237,Propionic acid
658,CYSLTR1,HMDB0002200,Leukotriene E4
659,P2RY12,HMDB0002200,Leukotriene E4
660,CYSLTR2,HMDB0002200,Leukotriene E4
664,NR3C1,HMDB0002802,Cortisone
667,PGR,HMDB0002961,Dihydrotestosterone
668,ESR1,HMDB0002961,Dihydrotestosterone
669,AR,HMDB0002961,Dihydrotestosterone
673,GUCY1A2,HMDB0003378,Nitric oxide
676,NPR1,HMDB0003378,Nitric oxide
684,GUCY1A1,HMDB0003378,Nitric oxide
687,GUCY1B1,HMDB0003378,Nitric oxide
690,GUCY2C,HMDB0003378,Nitric oxide
691,GUCY2D,HMDB0003378,Nitric oxide
693,GUCY2F,HMDB0003378,Nitric oxide
699,GRIN1,HMDB0003406,D-Serine
700,GRIN3A,HMDB0003406,D-Serine
701,GRIN2A,HMDB0003406,D-Serine
702,GRIN2C,HMDB0003406,D-Serine
703,GRIN2D,HMDB0003406,D-Serine
704,GRIN3B,HMDB0003406,D-Serine
707,NR1I2,HMDB0000253,Pregnenolone
710,HTR1B,HMDB0000259,Serotonin
711,HTR4,HMDB0000259,Serotonin
713,HTR7,HMDB0000259,Serotonin
714,HTR1F,HMDB0000259,Serotonin
715,HTR1A,HMDB0000259,Serotonin
716,HTR1E,HMDB0000259,Serotonin
717,HTR6,HMDB0000259,Serotonin
718,HTR5A,HMDB0000259,Serotonin
719,HTR2C,HMDB0000259,Serotonin
720,HTR2B,HMDB0000259,Serotonin
723,THRB,HMDB0000265,Liothyronine
724,THRA,HMDB0000265,Liothyronine
736,RHO,HMDB0000305,Vitamin A
743,AR,HMDB0000429,17alpha-Estradiol
750,ESR2,HMDB0000429,17alpha-Estradiol
751,PGR,HMDB0000429,17alpha-Estradiol
753,OXTR,HMDB0000429,17alpha-Estradiol
760,ESR1,HMDB0000429,17alpha-Estradiol
761,ATP2A2,HMDB0000464,Calcium
762,HCAR3,HMDB0000464,Calcium
765,CASR,HMDB0000464,Calcium
772,CNGA1,HMDB0000464,Calcium
774,HRH1,HMDB0000464,Calcium
779,KCNQ3,HMDB0000464,Calcium
790,GRIN1,HMDB0000464,Calcium
794,RYR2,HMDB0000464,Calcium
796,DRD2,HMDB0000464,Calcium
800,ATP2A3,HMDB0000464,Calcium
801,RYR1,HMDB0000464,Calcium
802,KCNQ2,HMDB0000464,Calcium
805,ATP2A1,HMDB0000464,Calcium
808,KCNQ5,HMDB0000464,Calcium
813,GRIN2A,HMDB0000464,Calcium
818,HTR1A,HMDB0000464,Calcium
830,RHO,HMDB0000464,Calcium
834,GRIN2C,HMDB0000464,Calcium
837,KCNN3,HMDB0000464,Calcium
842,GRIA2,HMDB0000464,Calcium
844,GRIN2D,HMDB0000464,Calcium
847,KCNQ4,HMDB0000464,Calcium
848,CNGB1,HMDB0000464,Calcium
864,TRPC3,HMDB0000464,Calcium
867,TRPC6,HMDB0000464,Calcium
870,TRPC5,HMDB0000464,Calcium
871,TRPV4,HMDB0000464,Calcium
872,OPRM1,HMDB0000492,Chloride ion
875,RYR2,HMDB0000492,Chloride ion
876,RYR1,HMDB0000492,Chloride ion
884,SLC6A8,HMDB0000492,Chloride ion
890,CASR,HMDB0000517,L-Arginine
892,SLC7A1,HMDB0000517,L-Arginine
895,GPRC6A,HMDB0000517,L-Arginine
896,GRM5,HMDB0000517,L-Arginine
899,GRM1,HMDB0000517,L-Arginine
902,NR1H4,HMDB0000518,Chenodeoxycholic acid
904,NR0B2,HMDB0000518,Chenodeoxycholic acid
918,SLC2A1,HMDB0000538,Adenosine triphosphate
919,P2RX6,HMDB0000538,Adenosine triphosphate
941,P2RY4,HMDB0000538,Adenosine triphosphate
954,FZD5,HMDB0000538,Adenosine triphosphate
966,LPAR6,HMDB0000538,Adenosine triphosphate
967,P2RX2,HMDB0000538,Adenosine triphosphate
978,P2RX4,HMDB0000538,Adenosine triphosphate
989,P2RY2,HMDB0000538,Adenosine triphosphate
990,P2RY6,HMDB0000538,Adenosine triphosphate
992,P2RY12,HMDB0000538,Adenosine triphosphate
994,P2RY1,HMDB0000538,Adenosine triphosphate
1003,TLR3,HMDB0000538,Adenosine triphosphate
1011,EGFR,HMDB0000538,Adenosine triphosphate
1016,ABCB1,HMDB0000538,Adenosine triphosphate
1022,P2RX3,HMDB0000538,Adenosine triphosphate
1052,PANX1,HMDB0000538,Adenosine triphosphate
1056,P2RX1,HMDB0000538,Adenosine triphosphate
1064,P2RY10,HMDB0000538,Adenosine triphosphate
1065,CFTR,HMDB0000538,Adenosine triphosphate
1074,ABCC8,HMDB0000538,Adenosine triphosphate
1076,RIGI,HMDB0000538,Adenosine triphosphate
1078,SCNN1D,HMDB0000538,Adenosine triphosphate
1088,IFNGR1,HMDB0000538,Adenosine triphosphate
1091,SCNN1A,HMDB0000538,Adenosine triphosphate
1094,SCNN1B,HMDB0000538,Adenosine triphosphate
1095,KCNJ11,HMDB0000538,Adenosine triphosphate
1119,NLRP4,HMDB0000538,Adenosine triphosphate
1120,SCNN1G,HMDB0000538,Adenosine triphosphate
1122,IFNGR2,HMDB0000538,Adenosine triphosphate
1123,KIT,HMDB0000538,Adenosine triphosphate
1141,DHX58,HMDB0000538,Adenosine triphosphate
1165,GABRA2,HMDB0000586,Potassium
1166,GABRA5,HMDB0000586,Potassium
1167,GABRA6,HMDB0000586,Potassium
1168,KCNH2,HMDB0000586,Potassium
1169,GABRA1,HMDB0000586,Potassium
1170,ATP2A2,HMDB0000588,Sodium
1171,ATP1A4,HMDB0000588,Sodium
1174,ATP1A2,HMDB0000588,Sodium
1175,ATP2A3,HMDB0000588,Sodium
1176,ATP2A1,HMDB0000588,Sodium
1177,ATP1A1,HMDB0000588,Sodium
1180,ATP4A,HMDB0000588,Sodium
1181,ATP2C2,HMDB0000588,Sodium
1182,ATP12A,HMDB0000588,Sodium
1189,SLC4A8,HMDB0000595,Hydrogen carbonate
1190,SLC4A4,HMDB0000595,Hydrogen carbonate
1192,SLC4A7,HMDB0000595,Hydrogen carbonate
1194,CFTR,HMDB0000595,Hydrogen carbonate
1198,NR1H4,HMDB0000619,Cholic acid
1199,ABCC3,HMDB0000619,Cholic acid
1200,SLCO1B1,HMDB0000619,Cholic acid
1201,EGFR,HMDB0000626,Deoxycholic acid
1205,AR,HMDB0000641,L-Glutamine
1208,RORA,HMDB0000653,Cholesterol sulfate
1214,ABCA1,HMDB0000673,Linoleic acid
1240,TNFRSF21,HMDB0000673,Linoleic acid
1246,ABCB4,HMDB0000673,Linoleic acid
1249,SLC27A1,HMDB0000673,Linoleic acid
1250,FFAR1,HMDB0000673,Linoleic acid
1260,VDR,HMDB0000761,Lithocholic acid
1261,NR1H4,HMDB0000761,Lithocholic acid
1263,NR1I2,HMDB0000761,Lithocholic acid
1266,HNF4A,HMDB0000806,Myristic acid
1274,MC1R,HMDB0000870,Histamine
1275,CCR3,HMDB0000870,Histamine
1276,LTB4R2,HMDB0000870,Histamine
1277,OPRM1,HMDB0000870,Histamine
1278,TBXA2R,HMDB0000870,Histamine
1279,CXCR4,HMDB0000870,Histamine
1280,ADRA2C,HMDB0000870,Histamine
1281,LPAR2,HMDB0000870,Histamine
1282,HRH1,HMDB0000870,Histamine
1283,QRFPR,HMDB0000870,Histamine
1284,DRD3,HMDB0000870,Histamine
1285,ADRA1A,HMDB0000870,Histamine
1286,GRPR,HMDB0000870,Histamine
1287,ADRA1D,HMDB0000870,Histamine
1288,HRH2,HMDB0000870,Histamine
1289,EDNRB,HMDB0000870,Histamine
1290,CNR2,HMDB0000870,Histamine
1291,NPY4R,HMDB0000870,Histamine
1292,HCRTR1,HMDB0000870,Histamine
1293,OPN4,HMDB0000870,Histamine
1294,AGTR2,HMDB0000870,Histamine
1295,HCRTR2,HMDB0000870,Histamine
1296,PTGFR,HMDB0000870,Histamine
1297,LPAR3,HMDB0000870,Histamine
1298,NTSR1,HMDB0000870,Histamine
1299,HTR1B,HMDB0000870,Histamine
1300,NPBWR2,HMDB0000870,Histamine
1302,CNR1,HMDB0000870,Histamine
1303,ADRB1,HMDB0000870,Histamine
1304,RXFP4,HMDB0000870,Histamine
1305,DRD2,HMDB0000870,Histamine
1306,NPY1R,HMDB0000870,Histamine
1307,HTR4,HMDB0000870,Histamine
1308,NPSR1,HMDB0000870,Histamine
1309,LPAR1,HMDB0000870,Histamine
1310,CCR9,HMDB0000870,Histamine
1311,SSTR2,HMDB0000870,Histamine
1312,PTGER3,HMDB0000870,Histamine
1313,ADRB3,HMDB0000870,Histamine
1314,HRH3,HMDB0000870,Histamine
1315,NPY5R,HMDB0000870,Histamine
1316,AVPR2,HMDB0000870,Histamine
1317,HTR7,HMDB0000870,Histamine
1318,OPRL1,HMDB0000870,Histamine
1319,ADORA2A,HMDB0000870,Histamine
1320,CCKBR,HMDB0000870,Histamine
1321,MC2R,HMDB0000870,Histamine
1322,CCR4,HMDB0000870,Histamine
1323,NPY2R,HMDB0000870,Histamine
1325,GALR2,HMDB0000870,Histamine
1326,RXFP3,HMDB0000870,Histamine
1328,OXTR,HMDB0000870,Histamine
1329,UTS2R,HMDB0000870,Histamine
1330,HTR1F,HMDB0000870,Histamine
1331,MC5R,HMDB0000870,Histamine
1332,HTR1A,HMDB0000870,Histamine
1333,EDNRA,HMDB0000870,Histamine
1334,TRHR,HMDB0000870,Histamine
1336,ADORA1,HMDB0000870,Histamine
1337,NPFFR2,HMDB0000870,Histamine
1338,HTR1E,HMDB0000870,Histamine
1339,LTB4R,HMDB0000870,Histamine
1340,ADRA1B,HMDB0000870,Histamine
1342,DRD5,HMDB0000870,Histamine
1343,NMUR1,HMDB0000870,Histamine
1344,ADRB2,HMDB0000870,Histamine
1345,ADORA2B,HMDB0000870,Histamine
1346,CXCR6,HMDB0000870,Histamine
1347,PROKR1,HMDB0000870,Histamine
1348,NTSR2,HMDB0000870,Histamine
1349,PTGDR,HMDB0000870,Histamine
1350,PTGER4,HMDB0000870,Histamine
1351,MC4R,HMDB0000870,Histamine
1352,GALR1,HMDB0000870,Histamine
1353,AVPR1A,HMDB0000870,Histamine
1355,CCR1,HMDB0000870,Histamine
1356,CCKAR,HMDB0000870,Histamine
1357,SSTR5,HMDB0000870,Histamine
1358,PTGER1,HMDB0000870,Histamine
1359,CCR5,HMDB0000870,Histamine
1360,PTGIR,HMDB0000870,Histamine
1361,HTR6,HMDB0000870,Histamine
1362,HTR5A,HMDB0000870,Histamine
1363,MCHR2,HMDB0000870,Histamine
1364,ADRA2A,HMDB0000870,Histamine
1365,NPFFR1,HMDB0000870,Histamine
1367,HTR2C,HMDB0000870,Histamine
1368,TAAR1,HMDB0000870,Histamine
1369,AGTR1,HMDB0000870,Histamine
1370,ACKR3,HMDB0000870,Histamine
1372,GPR65,HMDB0000870,Histamine
1373,SSTR1,HMDB0000870,Histamine
1374,OPRK1,HMDB0000870,Histamine
1375,HTR2B,HMDB0000870,Histamine
1376,NMBR,HMDB0000870,Histamine
1377,APLNR,HMDB0000870,Histamine
1378,HRH4,HMDB0000870,Histamine
1379,NMUR2,HMDB0000870,Histamine
1380,SSTR4,HMDB0000870,Histamine
1381,GALR3,HMDB0000870,Histamine
1382,MCHR1,HMDB0000870,Histamine
1383,PTGER2,HMDB0000870,Histamine
1384,MC3R,HMDB0000870,Histamine
1385,GHSR,HMDB0000870,Histamine
1386,OPRD1,HMDB0000870,Histamine
1387,KISS1R,HMDB0000870,Histamine
1389,GNRHR,HMDB0000870,Histamine
1390,MLNR,HMDB0000870,Histamine
1391,PROKR2,HMDB0000870,Histamine
1392,BDKRB1,HMDB0000870,Histamine
1393,DRD4,HMDB0000870,Histamine
1396,VDR,HMDB0000876,Vitamin D3
1403,TLR2,HMDB0000876,Vitamin D3
1408,CCR3,HMDB0000895,Acetylcholine
1409,LTB4R2,HMDB0000895,Acetylcholine
1410,CHRM4,HMDB0000895,Acetylcholine
1411,CHRNA7,HMDB0000895,Acetylcholine
1412,OPRM1,HMDB0000895,Acetylcholine
1413,TBXA2R,HMDB0000895,Acetylcholine
1415,CXCR4,HMDB0000895,Acetylcholine
1416,ADRA2C,HMDB0000895,Acetylcholine
1417,CHRNA2,HMDB0000895,Acetylcholine
1418,LPAR2,HMDB0000895,Acetylcholine
1419,QRFPR,HMDB0000895,Acetylcholine
1420,DRD3,HMDB0000895,Acetylcholine
1421,CHRM5,HMDB0000895,Acetylcholine
1423,ADRA1A,HMDB0000895,Acetylcholine
1424,GRPR,HMDB0000895,Acetylcholine
1425,ADRA1D,HMDB0000895,Acetylcholine
1426,EDNRB,HMDB0000895,Acetylcholine
1427,CNR2,HMDB0000895,Acetylcholine
1428,NPY4R,HMDB0000895,Acetylcholine
1429,HCRTR1,HMDB0000895,Acetylcholine
1430,OPN4,HMDB0000895,Acetylcholine
1431,AGTR2,HMDB0000895,Acetylcholine
1432,HCRTR2,HMDB0000895,Acetylcholine
1433,PTGFR,HMDB0000895,Acetylcholine
1434,LPAR3,HMDB0000895,Acetylcholine
1435,NTSR1,HMDB0000895,Acetylcholine
1436,CHRNA4,HMDB0000895,Acetylcholine
1437,HTR1B,HMDB0000895,Acetylcholine
1438,NPBWR2,HMDB0000895,Acetylcholine
1440,CNR1,HMDB0000895,Acetylcholine
1441,RXFP4,HMDB0000895,Acetylcholine
1442,DRD2,HMDB0000895,Acetylcholine
1443,NPY1R,HMDB0000895,Acetylcholine
1444,NPSR1,HMDB0000895,Acetylcholine
1445,LPAR1,HMDB0000895,Acetylcholine
1446,CCR9,HMDB0000895,Acetylcholine
1447,SSTR2,HMDB0000895,Acetylcholine
1448,PTGER3,HMDB0000895,Acetylcholine
1449,HRH3,HMDB0000895,Acetylcholine
1450,NPY5R,HMDB0000895,Acetylcholine
1452,OPRL1,HMDB0000895,Acetylcholine
1453,CCKBR,HMDB0000895,Acetylcholine
1454,CCR4,HMDB0000895,Acetylcholine
1455,NPY2R,HMDB0000895,Acetylcholine
1456,GALR2,HMDB0000895,Acetylcholine
1457,RXFP3,HMDB0000895,Acetylcholine
1458,OXTR,HMDB0000895,Acetylcholine
1459,UTS2R,HMDB0000895,Acetylcholine
1460,HTR1F,HMDB0000895,Acetylcholine
1461,CHRM2,HMDB0000895,Acetylcholine
1462,HTR1A,HMDB0000895,Acetylcholine
1463,EDNRA,HMDB0000895,Acetylcholine
1464,TRHR,HMDB0000895,Acetylcholine
1465,ADORA1,HMDB0000895,Acetylcholine
1466,NPFFR2,HMDB0000895,Acetylcholine
1467,HTR1E,HMDB0000895,Acetylcholine
1468,LTB4R,HMDB0000895,Acetylcholine
1469,ADRA1B,HMDB0000895,Acetylcholine
1470,CHRM1,HMDB0000895,Acetylcholine
1471,NMUR1,HMDB0000895,Acetylcholine
1472,CXCR6,HMDB0000895,Acetylcholine
1473,PROKR1,HMDB0000895,Acetylcholine
1474,NTSR2,HMDB0000895,Acetylcholine
1475,GALR1,HMDB0000895,Acetylcholine
1476,AVPR1A,HMDB0000895,Acetylcholine
1478,CCR1,HMDB0000895,Acetylcholine
1479,CCKAR,HMDB0000895,Acetylcholine
1480,SSTR5,HMDB0000895,Acetylcholine
1481,PTGER1,HMDB0000895,Acetylcholine
1482,CCR5,HMDB0000895,Acetylcholine
1483,HTR5A,HMDB0000895,Acetylcholine
1484,MCHR2,HMDB0000895,Acetylcholine
1485,ADRA2A,HMDB0000895,Acetylcholine
1486,NPFFR1,HMDB0000895,Acetylcholine
1487,HTR2C,HMDB0000895,Acetylcholine
1488,AGTR1,HMDB0000895,Acetylcholine
1489,ACKR3,HMDB0000895,Acetylcholine
1490,GPR65,HMDB0000895,Acetylcholine
1491,SSTR1,HMDB0000895,Acetylcholine
1492,OPRK1,HMDB0000895,Acetylcholine
1494,HTR2B,HMDB0000895,Acetylcholine
1495,NMBR,HMDB0000895,Acetylcholine
1496,APLNR,HMDB0000895,Acetylcholine
1497,HRH4,HMDB0000895,Acetylcholine
1498,CHRM3,HMDB0000895,Acetylcholine
1499,NMUR2,HMDB0000895,Acetylcholine
1500,SSTR4,HMDB0000895,Acetylcholine
1501,GALR3,HMDB0000895,Acetylcholine
1502,MCHR1,HMDB0000895,Acetylcholine
1504,GHSR,HMDB0000895,Acetylcholine
1505,OPRD1,HMDB0000895,Acetylcholine
1506,KISS1R,HMDB0000895,Acetylcholine
1507,GNRHR,HMDB0000895,Acetylcholine
1508,MLNR,HMDB0000895,Acetylcholine
1509,PROKR2,HMDB0000895,Acetylcholine
1510,BDKRB1,HMDB0000895,Acetylcholine
1511,DRD4,HMDB0000895,Acetylcholine
1512,VDR,HMDB0000900,Ergocalciferol
1516,SLCO1B1,HMDB0000946,Ursodeoxycholic acid
1517,TNFRSF10B,HMDB0000946,Ursodeoxycholic acid
1519,SLCO1B1,HMDB0000949,Tetrahydrocortisol
1529,PPARG,HMDB0000990,Acetaldehyde
1542,ABCA1,HMDB0001043,Arachidonic acid
1576,TNFRSF21,HMDB0001043,Arachidonic acid
1582,ABCB4,HMDB0001043,Arachidonic acid
1585,TRPV4,HMDB0001043,Arachidonic acid
1587,SLC27A1,HMDB0001043,Arachidonic acid
1597,LTB4R2,HMDB0001085,Leukotriene B4
1598,LTB4R,HMDB0001085,Leukotriene B4
1601,TRPA1,HMDB0001167,Pyruvaldehyde
1606,PTGER3,HMDB0001220,Prostaglandin E2
1612,CXCR6,HMDB0001220,Prostaglandin E2
1613,PTGER4,HMDB0001220,Prostaglandin E2
1614,PTGER1,HMDB0001220,Prostaglandin E2
1615,PTGIR,HMDB0001220,Prostaglandin E2
1618,PTGER2,HMDB0001220,Prostaglandin E2
1622,GUCY1A2,HMDB0001314,Cyclic GMP
1625,TRPC3,HMDB0001314,Cyclic GMP
1628,TRPC6,HMDB0001314,Cyclic GMP
1630,SLC25A18,HMDB0001314,Cyclic GMP
1632,SLC25A22,HMDB0001314,Cyclic GMP
