,symbol,hmdb_id,name
1029,FGFR2,HMDB0000094,Citric acid
1030,SLC13A5,HMDB0000094,Citric acid
1038,SLC13A2,HMDB0000094,Citric acid
1159,FCER1A,HMDB0000094,Citric acid
1202,PTPRD,HMDB0000094,Citric acid
1220,ATP7A,HMDB0000094,Citric acid
1266,RARB,HMDB0000094,Citric acid
1380,SLC13A4,HMDB0000094,Citric acid
1423,SLC13A3,HMDB0000094,Citric acid
1426,ATP6V1B2,HMDB0000094,Citric acid
1463,FCER2,HMDB0000094,Citric acid
1466,ACVR1,HMDB0000094,Citric acid
1526,ATP7B,HMDB0000094,Citric acid
1538,ATP6V1B1,HMDB0000094,Citric acid
1558,NOD1,HMDB0000094,Citric acid
1585,SLC13A1,HMDB0000094,Citric acid
1712,SLC5A7,HMDB0000097,Choline
1785,ITGAM,HMDB0000108,Ethanol
1786,OPRM1,HMDB0000108,Ethanol
1788,SLC29A1,HMDB0000108,Ethanol
1789,GABRE,HMDB0000108,Ethanol
1790,GABRA2,HMDB0000108,Ethanol
1791,GABRA5,HMDB0000108,Ethanol
1792,SLC2A4,HMDB0000108,Ethanol
1795,GABRG1,HMDB0000108,Ethanol
1797,GABRA6,HMDB0000108,Ethanol
1798,SLC6A3,HMDB0000108,Ethanol
1799,GABRA4,HMDB0000108,Ethanol
1810,GRIN1,HMDB0000108,Ethanol
1814,HTR3A,HMDB0000108,Ethanol
1853,GABRA1,HMDB0000108,Ethanol
1854,GABRR1,HMDB0000112,gamma-Aminobutyric acid
1855,GABRG2,HMDB0000112,gamma-Aminobutyric acid
1856,GABRR2,HMDB0000112,gamma-Aminobutyric acid
1857,GABRD,HMDB0000112,gamma-Aminobutyric acid
1858,GABBR1,HMDB0000112,gamma-Aminobutyric acid
1860,GABRE,HMDB0000112,gamma-Aminobutyric acid
1861,GABRA2,HMDB0000112,gamma-Aminobutyric acid
1862,GABRA5,HMDB0000112,gamma-Aminobutyric acid
1863,GABRB3,HMDB0000112,gamma-Aminobutyric acid
1864,GABRB1,HMDB0000112,gamma-Aminobutyric acid
1865,GABRG1,HMDB0000112,gamma-Aminobutyric acid
1866,GABRB2,HMDB0000112,gamma-Aminobutyric acid
1867,GABRA6,HMDB0000112,gamma-Aminobutyric acid
1868,GABRP,HMDB0000112,gamma-Aminobutyric acid
1869,GABRA4,HMDB0000112,gamma-Aminobutyric acid
1870,GABBR2,HMDB0000112,gamma-Aminobutyric acid
1871,GABRA1,HMDB0000112,gamma-Aminobutyric acid
1874,SLC6A12,HMDB0000112,gamma-Aminobutyric acid
1876,SLC6A13,HMDB0000112,gamma-Aminobutyric acid
1883,SLC6A1,HMDB0000112,gamma-Aminobutyric acid
1888,SLC6A11,HMDB0000112,gamma-Aminobutyric acid
1891,SLC32A1,HMDB0000112,gamma-Aminobutyric acid
1910,SLC14A1,HMDB0000122,D-Glucose
1937,SLC2A8,HMDB0000122,D-Glucose
1942,SLC2A6,HMDB0000122,D-Glucose
1957,SLC2A10,HMDB0000122,D-Glucose
2003,SLC2A13,HMDB0000122,D-Glucose
2004,SLC2A12,HMDB0000122,D-Glucose
2021,SLC3A1,HMDB0000122,D-Glucose
2022,IL5RA,HMDB0000122,D-Glucose
2024,SLC14A2,HMDB0000122,D-Glucose
2050,SLC6A5,HMDB0000123,Glycine
2053,PTPRG,HMDB0000123,Glycine
2059,PTPRZ1,HMDB0000123,Glycine
2070,PTPRT,HMDB0000123,Glycine
2073,GRIN1,HMDB0000123,Glycine
2074,NTSR1,HMDB0000123,Glycine
2076,PTPRK,HMDB0000123,Glycine
2077,ABCB10,HMDB0000123,Glycine
2078,GRIN3A,HMDB0000123,Glycine
2079,SLC6A9,HMDB0000123,Glycine
2081,PTPRF,HMDB0000123,Glycine
2082,SLC6A12,HMDB0000123,Glycine
2085,PTPRD,HMDB0000123,Glycine
2087,SLC6A20,HMDB0000123,Glycine
2091,SLC6A13,HMDB0000123,Glycine
2093,SLC6A16,HMDB0000123,Glycine
2094,PTPRU,HMDB0000123,Glycine
2096,PTPRM,HMDB0000123,Glycine
2097,SLC6A17,HMDB0000123,Glycine
2099,SLC6A18,HMDB0000123,Glycine
2105,SLC6A19,HMDB0000123,Glycine
2108,NTSR2,HMDB0000123,Glycine
2115,GRIN2C,HMDB0000123,Glycine
2118,SLC6A1,HMDB0000123,Glycine
2120,SLC6A3,HMDB0000123,Glycine
2122,SLC6A15,HMDB0000123,Glycine
2124,GRIN2D,HMDB0000123,Glycine
2128,SLC6A4,HMDB0000123,Glycine
2130,PTPRE,HMDB0000123,Glycine
2131,SLC6A11,HMDB0000123,Glycine
2132,SLC6A8,HMDB0000123,Glycine
2135,SLC36A1,HMDB0000123,Glycine
2136,GRIN3B,HMDB0000123,Glycine
2138,SLC6A7,HMDB0000123,Glycine
2141,SLC6A2,HMDB0000123,Glycine
2143,SLC32A1,HMDB0000123,Glycine
2147,GRIN2A,HMDB0000123,Glycine
2148,GLRA1,HMDB0000123,Glycine
2152,GLRA3,HMDB0000123,Glycine
2153,GLRB,HMDB0000123,Glycine
2155,GLRA2,HMDB0000123,Glycine
2166,PTPRG,HMDB0000125,Glutathione
2229,PPARG,HMDB0000125,Glutathione
2235,ITGB7,HMDB0000125,Glutathione
2237,ABCB6,HMDB0000125,Glutathione
2244,ABCB7,HMDB0000125,Glutathione
2261,ADGRE2,HMDB0000131,Glycerol
2267,TNFRSF11A,HMDB0000131,Glycerol
2270,NLRP1,HMDB0000131,Glycerol
2292,ITGAM,HMDB0000131,Glycerol
2306,ATP6V0B,HMDB0000131,Glycerol
2308,NTRK1,HMDB0000131,Glycerol
2311,GUCY1A2,HMDB0000131,Glycerol
2335,ADGRL3,HMDB0000131,Glycerol
2369,ATP6V1F,HMDB0000131,Glycerol
2373,P2RX6,HMDB0000131,Glycerol
2430,GRIK2,HMDB0000131,Glycerol
2475,ESRRG,HMDB0000131,Glycerol
2508,GRIK1,HMDB0000131,Glycerol
2548,ITGA4,HMDB0000131,Glycerol
2560,SLC26A6,HMDB0000131,Glycerol
2614,ALK,HMDB0000131,Glycerol
2618,AQP4,HMDB0000131,Glycerol
2646,ITPR2,HMDB0000131,Glycerol
2648,SLC8A3,HMDB0000131,Glycerol
2681,IL15RA,HMDB0000131,Glycerol
2682,ADGRG2,HMDB0000131,Glycerol
2799,AR,HMDB0000131,Glycerol
2808,ITPR3,HMDB0000131,Glycerol
2885,GRIN1,HMDB0000131,Glycerol
2898,ADGRF1,HMDB0000131,Glycerol
2914,ADGRL4,HMDB0000131,Glycerol
2916,ADGRG4,HMDB0000131,Glycerol
2920,ADGRB3,HMDB0000131,Glycerol
2935,TNFRSF6B,HMDB0000131,Glycerol
2976,NPR1,HMDB0000131,Glycerol
2992,ACKR1,HMDB0000131,Glycerol
3003,ADGRG6,HMDB0000131,Glycerol
3013,NR5A2,HMDB0000131,Glycerol
3035,ABCB10,HMDB0000131,Glycerol
3045,SLC26A11,HMDB0000131,Glycerol
3050,GRIN3A,HMDB0000131,Glycerol
3058,SLC26A1,HMDB0000131,Glycerol
3083,NR4A1,HMDB0000131,Glycerol
3114,TGFBR2,HMDB0000131,Glycerol
3116,ABCB8,HMDB0000131,Glycerol
3155,ITGAL,HMDB0000131,Glycerol
3159,ATP5F1C,HMDB0000131,Glycerol
3183,SLC26A8,HMDB0000131,Glycerol
3205,TAP1,HMDB0000131,Glycerol
3207,SLC26A3,HMDB0000131,Glycerol
3211,ATP7A,HMDB0000131,Glycerol
3270,SLC26A9,HMDB0000131,Glycerol
3275,NR3C2,HMDB0000131,Glycerol
3278,NPR2,HMDB0000131,Glycerol
3284,CRHR2,HMDB0000131,Glycerol
3287,ADGRL1,HMDB0000131,Glycerol
3329,EPHA3,HMDB0000131,Glycerol
3345,P2RX4,HMDB0000131,Glycerol
3346,NR1I2,HMDB0000131,Glycerol
3380,SLC8A1,HMDB0000131,Glycerol
3381,ADGRG3,HMDB0000131,Glycerol
3389,GRIN2A,HMDB0000131,Glycerol
3416,ATP6V0C,HMDB0000131,Glycerol
3432,IL3RA,HMDB0000131,Glycerol
3433,IFNLR1,HMDB0000131,Glycerol
3464,PGR,HMDB0000131,Glycerol
3500,ADGRL2,HMDB0000131,Glycerol
3509,F2R,HMDB0000131,Glycerol
3545,AQP10,HMDB0000131,Glycerol
3557,MET,HMDB0000131,Glycerol
3616,ADGRE1,HMDB0000131,Glycerol
3624,PPARD,HMDB0000131,Glycerol
3641,SLC26A7,HMDB0000131,Glycerol
3661,ADGRF3,HMDB0000131,Glycerol
3685,IL7R,HMDB0000131,Glycerol
3705,SLC26A5,HMDB0000131,Glycerol
3716,INSR,HMDB0000131,Glycerol
3724,ITGB2,HMDB0000131,Glycerol
3781,NLRP14,HMDB0000131,Glycerol
3803,AQP3,HMDB0000131,Glycerol
3804,AQP7,HMDB0000131,Glycerol
3822,TLR3,HMDB0000131,Glycerol
3827,GUCY1A1,HMDB0000131,Glycerol
3828,MST1R,HMDB0000131,Glycerol
3842,PTPRN,HMDB0000131,Glycerol
3844,MERTK,HMDB0000131,Glycerol
3866,GRIN2C,HMDB0000131,Glycerol
3876,ATP6V0D1,HMDB0000131,Glycerol
3879,ADGRG5,HMDB0000131,Glycerol
3890,IL10RB,HMDB0000131,Glycerol
3911,PPARG,HMDB0000131,Glycerol
3925,SLC26A2,HMDB0000131,Glycerol
3928,GRIA1,HMDB0000131,Glycerol
3929,ATP6V0D2,HMDB0000131,Glycerol
3947,ADGRF4,HMDB0000131,Glycerol
3953,ITGA1,HMDB0000131,Glycerol
3955,GRIA4,HMDB0000131,Glycerol
3957,FLT1,HMDB0000131,Glycerol
3959,ATP5F1A,HMDB0000131,Glycerol
3962,EPHA4,HMDB0000131,Glycerol
3971,ABCB9,HMDB0000131,Glycerol
3991,NTRK2,HMDB0000131,Glycerol
3996,ATP6V1B2,HMDB0000131,Glycerol
4000,EGFR,HMDB0000131,Glycerol
4013,ADGRG7,HMDB0000131,Glycerol
4048,IFNAR1,HMDB0000131,Glycerol
4055,NPC1,HMDB0000131,Glycerol
4080,ITGB7,HMDB0000131,Glycerol
4111,ADGRF5,HMDB0000131,Glycerol
4124,NPR3,HMDB0000131,Glycerol
4145,GRIA2,HMDB0000131,Glycerol
4146,GUCY1B1,HMDB0000131,Glycerol
4158,FCER2,HMDB0000131,Glycerol
4173,ACVR1,HMDB0000131,Glycerol
4182,P2RX3,HMDB0000131,Glycerol
4183,GRIN2D,HMDB0000131,Glycerol
4191,GRIK5,HMDB0000131,Glycerol
4203,ITGA2B,HMDB0000131,Glycerol
4218,ATP5F1B,HMDB0000131,Glycerol
4240,ADGRD1,HMDB0000131,Glycerol
4260,GUCY2C,HMDB0000131,Glycerol
4261,ITGAV,HMDB0000131,Glycerol
4270,SLC3A1,HMDB0000131,Glycerol
4340,GUCY2D,HMDB0000131,Glycerol
4349,RARA,HMDB0000131,Glycerol
4354,ADGRE3,HMDB0000131,Glycerol
4419,ATP5F1E,HMDB0000131,Glycerol
4422,ATP7B,HMDB0000131,Glycerol
4423,ADGRE5,HMDB0000131,Glycerol
4450,SLC8A2,HMDB0000131,Glycerol
4460,ATP6V1B1,HMDB0000131,Glycerol
4461,GRIN3B,HMDB0000131,Glycerol
4482,NR3C1,HMDB0000131,Glycerol
4486,PTK7,HMDB0000131,Glycerol
4523,P2RX1,HMDB0000131,Glycerol
4526,P2RX5,HMDB0000131,Glycerol
4562,AQP9,HMDB0000131,Glycerol
4576,TLR8,HMDB0000131,Glycerol
4577,GUCY2F,HMDB0000131,Glycerol
4614,ATP5F1D,HMDB0000131,Glycerol
4623,ESR1,HMDB0000131,Glycerol
4638,EPHA8,HMDB0000131,Glycerol
4733,SLCO1B1,HMDB0000138,Glycocholic acid
4761,ESR2,HMDB0000145,Estrone
4764,ESR1,HMDB0000145,Estrone
4767,SLC1A3,HMDB0000148,L-Glutamic acid
4768,GRIK2,HMDB0000148,L-Glutamic acid
4770,GRIK1,HMDB0000148,L-Glutamic acid
4771,GRM2,HMDB0000148,L-Glutamic acid
4773,GRIK3,HMDB0000148,L-Glutamic acid
4774,GRIN1,HMDB0000148,L-Glutamic acid
4775,GRM3,HMDB0000148,L-Glutamic acid
4776,GRIN3A,HMDB0000148,L-Glutamic acid
4777,GRM7,HMDB0000148,L-Glutamic acid
4778,GRM8,HMDB0000148,L-Glutamic acid
4779,GRIN2A,HMDB0000148,L-Glutamic acid
4780,GRM5,HMDB0000148,L-Glutamic acid
4781,GRIN2C,HMDB0000148,L-Glutamic acid
4782,GRIA1,HMDB0000148,L-Glutamic acid
4783,GRM1,HMDB0000148,L-Glutamic acid
4784,GRIA4,HMDB0000148,L-Glutamic acid
4785,GRIA2,HMDB0000148,L-Glutamic acid
4786,GRIN2D,HMDB0000148,L-Glutamic acid
4787,GRIN3B,HMDB0000148,L-Glutamic acid
4788,GRM6,HMDB0000148,L-Glutamic acid
4795,CASR,HMDB0000148,L-Glutamic acid
4814,SLC1A7,HMDB0000148,L-Glutamic acid
4830,TAS1R3,HMDB0000148,L-Glutamic acid
4835,TAS1R1,HMDB0000148,L-Glutamic acid
4847,GPRC6A,HMDB0000148,L-Glutamic acid
4859,SLC7A11,HMDB0000148,L-Glutamic acid
4862,SLC1A2,HMDB0000148,L-Glutamic acid
4869,SLC1A1,HMDB0000148,L-Glutamic acid
4883,SLC1A6,HMDB0000148,L-Glutamic acid
4884,SLC17A7,HMDB0000148,L-Glutamic acid
4894,AR,HMDB0000151,Estradiol
4902,ESR2,HMDB0000151,Estradiol
4906,PGR,HMDB0000151,Estradiol
4908,OXTR,HMDB0000151,Estradiol
4918,GPER1,HMDB0000151,Estradiol
4924,RARA,HMDB0000151,Estradiol
4925,ABCG2,HMDB0000151,Estradiol
4926,NR3C1,HMDB0000151,Estradiol
4929,ESR1,HMDB0000151,Estradiol
4930,ESRRA,HMDB0000151,Estradiol
4945,ESRRB,HMDB0000151,Estradiol
4946,ESR2,HMDB0000153,Estriol
4947,ESR1,HMDB0000153,Estriol
4951,CHRM4,HMDB0000157,Hypoxanthine
4953,CHRM5,HMDB0000157,Hypoxanthine
4958,CHRM2,HMDB0000157,Hypoxanthine
4959,CHRM1,HMDB0000157,Hypoxanthine
4961,CHRM3,HMDB0000157,Hypoxanthine
5079,SLC7A8,HMDB0000159,L-Phenylalanine
5131,SLC6A5,HMDB0000161,L-Alanine
5133,SLC15A2,HMDB0000161,L-Alanine
5138,SLC15A1,HMDB0000161,L-Alanine
5143,SLC6A9,HMDB0000161,L-Alanine
5144,SLC6A12,HMDB0000161,L-Alanine
5146,SLC6A20,HMDB0000161,L-Alanine
5152,SLC6A13,HMDB0000161,L-Alanine
5153,SLC6A16,HMDB0000161,L-Alanine
5154,SLC6A17,HMDB0000161,L-Alanine
5157,SLC6A18,HMDB0000161,L-Alanine
5158,SLC7A8,HMDB0000161,L-Alanine
5160,SLC6A19,HMDB0000161,L-Alanine
5166,SLC6A1,HMDB0000161,L-Alanine
5168,SLC6A3,HMDB0000161,L-Alanine
5169,SLC15A4,HMDB0000161,L-Alanine
5170,SLC6A15,HMDB0000161,L-Alanine
5174,SLC6A4,HMDB0000161,L-Alanine
5177,SLC6A11,HMDB0000161,L-Alanine
5178,SLC6A8,HMDB0000161,L-Alanine
5181,SLC36A1,HMDB0000161,L-Alanine
5182,SLC1A4,HMDB0000161,L-Alanine
5185,SLC6A7,HMDB0000161,L-Alanine
5186,SLC15A3,HMDB0000161,L-Alanine
5188,SLC6A2,HMDB0000161,L-Alanine
5269,FCER1A,HMDB0000169,D-Mannose
5276,RHO,HMDB0000169,D-Mannose
5291,FZD4,HMDB0000169,D-Mannose
5292,NTRK1,HMDB0000169,D-Mannose
5300,P2RX6,HMDB0000169,D-Mannose
5316,ABCB5,HMDB0000169,D-Mannose
5320,ITGA4,HMDB0000169,D-Mannose
5340,GABBR1,HMDB0000169,D-Mannose
5349,FZD8,HMDB0000169,D-Mannose
5351,BMPR2,HMDB0000169,D-Mannose
5367,GRIN1,HMDB0000169,D-Mannose
5372,TNFRSF6B,HMDB0000169,D-Mannose
5381,IL6R,HMDB0000169,D-Mannose
5394,GRIN3A,HMDB0000169,D-Mannose
5395,FZD5,HMDB0000169,D-Mannose
5404,TGFBR2,HMDB0000169,D-Mannose
5406,FZD6,HMDB0000169,D-Mannose
5410,EPHA2,HMDB0000169,D-Mannose
5431,FZD9,HMDB0000169,D-Mannose
5442,ACVR2B,HMDB0000169,D-Mannose
5445,IL21R,HMDB0000169,D-Mannose
5447,P2RX4,HMDB0000169,D-Mannose
5453,GRIN2A,HMDB0000169,D-Mannose
5457,PTPRM,HMDB0000169,D-Mannose
5462,IL3RA,HMDB0000169,D-Mannose
5467,FZD2,HMDB0000169,D-Mannose
5471,IL17RA,HMDB0000169,D-Mannose
5499,INSR,HMDB0000169,D-Mannose
5501,ITGB1,HMDB0000169,D-Mannose
5502,ITGB2,HMDB0000169,D-Mannose
5513,TLR3,HMDB0000169,D-Mannose
5522,ITGA5,HMDB0000169,D-Mannose
5523,GRIN2C,HMDB0000169,D-Mannose
5530,KIT,HMDB0000169,D-Mannose
5532,FZD1,HMDB0000169,D-Mannose
5533,FZD7,HMDB0000169,D-Mannose
5541,EGFR,HMDB0000169,D-Mannose
5542,GFRA3,HMDB0000169,D-Mannose
5545,IL22RA1,HMDB0000169,D-Mannose
5550,ITGAX,HMDB0000169,D-Mannose
5553,ITGB7,HMDB0000169,D-Mannose
5555,ABCB1,HMDB0000169,D-Mannose
5556,ABCB4,HMDB0000169,D-Mannose
5559,NPR3,HMDB0000169,D-Mannose
