,symbol,hmdb_id,name
298,EDNRA,HMDB0000220,Palmitic acid
300,GPR88,HMDB0000220,Palmitic acid
302,TRHR,HMDB0000220,Palmitic acid
303,GPR148,HMDB0000220,Palmitic acid
304,GPR151,HMDB0000220,Palmitic acid
305,ADORA1,HMDB0000220,Palmitic acid
307,NPFFR2,HMDB0000220,Palmitic acid
308,HTR1E,HMDB0000220,Palmitic acid
309,LTB4R,HMDB0000220,Palmitic acid
310,ADRA1B,HMDB0000220,Palmitic acid
311,GPR37,HMDB0000220,Palmitic acid
312,DRD5,HMDB0000220,Palmitic acid
313,NMUR1,HMDB0000220,Palmitic acid
314,ADRB2,HMDB0000220,Palmitic acid
315,ADORA2B,HMDB0000220,Palmitic acid
316,CXCR6,HMDB0000220,Palmitic acid
317,PROKR1,HMDB0000220,Palmitic acid
318,NTSR2,HMDB0000220,Palmitic acid
319,PTGDR,HMDB0000220,Palmitic acid
320,GPR27,HMDB0000220,Palmitic acid
321,PTGER4,HMDB0000220,Palmitic acid
322,GPR22,HMDB0000220,Palmitic acid
323,MC4R,HMDB0000220,Palmitic acid
324,GALR1,HMDB0000220,Palmitic acid
325,AVPR1A,HMDB0000220,Palmitic acid
327,GPR85,HMDB0000220,Palmitic acid
328,RHO,HMDB0000220,Palmitic acid
329,CCR1,HMDB0000220,Palmitic acid
331,CCKAR,HMDB0000220,Palmitic acid
332,SSTR5,HMDB0000220,Palmitic acid
333,PTGER1,HMDB0000220,Palmitic acid
334,CCR5,HMDB0000220,Palmitic acid
335,PTGIR,HMDB0000220,Palmitic acid
336,HTR6,HMDB0000220,Palmitic acid
337,HTR5A,HMDB0000220,Palmitic acid
338,GPR26,HMDB0000220,Palmitic acid
339,MCHR2,HMDB0000220,Palmitic acid
340,ADRA2A,HMDB0000220,Palmitic acid
341,NPFFR1,HMDB0000220,Palmitic acid
342,GPR119,HMDB0000220,Palmitic acid
343,HTR2C,HMDB0000220,Palmitic acid
344,TAAR1,HMDB0000220,Palmitic acid
345,TAAR8,HMDB0000220,Palmitic acid
346,TAAR6,HMDB0000220,Palmitic acid
347,GPR6,HMDB0000220,Palmitic acid
348,AGTR1,HMDB0000220,Palmitic acid
349,ACKR3,HMDB0000220,Palmitic acid
350,GPR65,HMDB0000220,Palmitic acid
351,SSTR1,HMDB0000220,Palmitic acid
352,GPR84,HMDB0000220,Palmitic acid
354,OPRK1,HMDB0000220,Palmitic acid
355,GPR45,HMDB0000220,Palmitic acid
356,HTR2B,HMDB0000220,Palmitic acid
357,NMBR,HMDB0000220,Palmitic acid
358,TAAR5,HMDB0000220,Palmitic acid
359,APLNR,HMDB0000220,Palmitic acid
360,HRH4,HMDB0000220,Palmitic acid
361,NMUR2,HMDB0000220,Palmitic acid
362,SSTR4,HMDB0000220,Palmitic acid
363,OPN1SW,HMDB0000220,Palmitic acid
364,GALR3,HMDB0000220,Palmitic acid
365,MCHR1,HMDB0000220,Palmitic acid
366,PTGER2,HMDB0000220,Palmitic acid
367,MC3R,HMDB0000220,Palmitic acid
368,GPR83,HMDB0000220,Palmitic acid
369,GHSR,HMDB0000220,Palmitic acid
370,PRLHR,HMDB0000220,Palmitic acid
371,OPRD1,HMDB0000220,Palmitic acid
372,KISS1R,HMDB0000220,Palmitic acid
373,GPR63,HMDB0000220,Palmitic acid
374,GNRHR,HMDB0000220,Palmitic acid
375,MLNR,HMDB0000220,Palmitic acid
376,PROKR2,HMDB0000220,Palmitic acid
377,BDKRB1,HMDB0000220,Palmitic acid
378,DRD4,HMDB0000220,Palmitic acid
381,AR,HMDB0000234,Testosterone
382,NR1I3,HMDB0000234,Testosterone
383,ESR2,HMDB0000234,Testosterone
384,NR3C1,HMDB0000234,Testosterone
385,ESR1,HMDB0000234,Testosterone
386,P2RY12,HMDB0002200,Leukotriene E4
390,PGR,HMDB0002961,Dihydrotestosterone
391,ESR1,HMDB0002961,Dihydrotestosterone
392,AR,HMDB0002961,Dihydrotestosterone
393,NR1I3,HMDB0002961,Dihydrotestosterone
394,ESR2,HMDB0002961,Dihydrotestosterone
395,GRIN1,HMDB0003406,D-Serine
396,GRIN3A,HMDB0003406,D-Serine
397,GRIN2A,HMDB0003406,D-Serine
398,GRIN2C,HMDB0003406,D-Serine
399,GRIN2D,HMDB0003406,D-Serine
400,GRIN3B,HMDB0003406,D-Serine
404,HTR1B,HMDB0000259,Serotonin
405,HTR4,HMDB0000259,Serotonin
406,HTR7,HMDB0000259,Serotonin
407,HTR1F,HMDB0000259,Serotonin
408,HTR1A,HMDB0000259,Serotonin
409,HTR1E,HMDB0000259,Serotonin
410,HTR6,HMDB0000259,Serotonin
411,HTR5A,HMDB0000259,Serotonin
412,HTR2C,HMDB0000259,Serotonin
413,HTR2B,HMDB0000259,Serotonin
415,THRB,HMDB0000265,Liothyronine
416,THRA,HMDB0000265,Liothyronine
422,AR,HMDB0000374,17-Hydroxyprogesterone
423,ESR2,HMDB0000429,17alpha-Estradiol
424,ESR1,HMDB0000429,17alpha-Estradiol
425,ATP2A2,HMDB0000464,Calcium
431,CNGA1,HMDB0000464,Calcium
436,KCNQ3,HMDB0000464,Calcium
450,ATP2A3,HMDB0000464,Calcium
451,KCNQ2,HMDB0000464,Calcium
453,ATP2A1,HMDB0000464,Calcium
454,KCNQ5,HMDB0000464,Calcium
466,KCNN3,HMDB0000464,Calcium
470,GRIA2,HMDB0000464,Calcium
472,KCNQ4,HMDB0000464,Calcium
486,TRPV4,HMDB0000464,Calcium
488,OPRM1,HMDB0000492,Chloride ion
495,RYR2,HMDB0000492,Chloride ion
496,RYR1,HMDB0000492,Chloride ion
508,SLC6A8,HMDB0000492,Chloride ion
510,OPRD1,HMDB0000492,Chloride ion
515,SLC7A1,HMDB0000517,L-Arginine
523,P2RX6,HMDB0000538,Adenosine triphosphate
529,P2RY4,HMDB0000538,Adenosine triphosphate
534,P2RX2,HMDB0000538,Adenosine triphosphate
538,P2RX4,HMDB0000538,Adenosine triphosphate
542,P2RY2,HMDB0000538,Adenosine triphosphate
544,P2RY1,HMDB0000538,Adenosine triphosphate
546,TLR3,HMDB0000538,Adenosine triphosphate
550,ABCB1,HMDB0000538,Adenosine triphosphate
551,P2RX3,HMDB0000538,Adenosine triphosphate
558,P2RX1,HMDB0000538,Adenosine triphosphate
560,CFTR,HMDB0000538,Adenosine triphosphate
564,ABCC8,HMDB0000538,Adenosine triphosphate
566,RIGI,HMDB0000538,Adenosine triphosphate
591,GUCY2D,HMDB0000538,Adenosine triphosphate
684,ATP2A2,HMDB0000588,Sodium
685,ATP1A4,HMDB0000588,Sodium
687,ATP1A2,HMDB0000588,Sodium
688,ATP2A3,HMDB0000588,Sodium
689,ATP13A1,HMDB0000588,Sodium
690,ATP2A1,HMDB0000588,Sodium
691,ATP10A,HMDB0000588,Sodium
692,ATP11C,HMDB0000588,Sodium
693,ATP11B,HMDB0000588,Sodium
694,ATP1A1,HMDB0000588,Sodium
695,ATP8B4,HMDB0000588,Sodium
697,ATP4A,HMDB0000588,Sodium
698,ATP2C2,HMDB0000588,Sodium
699,ATP12A,HMDB0000588,Sodium
710,NR1H4,HMDB0000619,Cholic acid
713,RORA,HMDB0000653,Cholesterol sulfate
714,FFAR1,HMDB0000673,Linoleic acid
715,VDR,HMDB0000761,Lithocholic acid
716,NR1H4,HMDB0000761,Lithocholic acid
717,NR1I2,HMDB0000761,Lithocholic acid
718,HNF4A,HMDB0000806,Myristic acid
736,HRH1,HMDB0000870,Histamine
741,HRH2,HMDB0000870,Histamine
754,HRH3,HMDB0000870,Histamine
798,HRH4,HMDB0000870,Histamine
818,CHRM4,HMDB0000895,Acetylcholine
819,CHRNA7,HMDB0000895,Acetylcholine
820,CHRNA2,HMDB0000895,Acetylcholine
821,CHRM5,HMDB0000895,Acetylcholine
822,CHRNA4,HMDB0000895,Acetylcholine
823,CHRM2,HMDB0000895,Acetylcholine
824,CHRM1,HMDB0000895,Acetylcholine
825,CHRM3,HMDB0000895,Acetylcholine
826,GALR3,HMDB0000895,Acetylcholine
838,LTB4R,HMDB0001085,Leukotriene B4
839,PTGER3,HMDB0001220,Prostaglandin E2
840,CXCR6,HMDB0001220,Prostaglandin E2
841,PTGER4,HMDB0001220,Prostaglandin E2
842,PTGER1,HMDB0001220,Prostaglandin E2
843,PTGIR,HMDB0001220,Prostaglandin E2
844,PTGER2,HMDB0001220,Prostaglandin E2
853,P2RY13,HMDB0001341,ADP
854,P2RY1,HMDB0001341,ADP
855,TLR3,HMDB0001341,ADP
860,KIT,HMDB0001341,ADP
966,PTGER1,HMDB0001442,Prostaglandin E1
967,PTGER2,HMDB0001442,Prostaglandin E1
1062,NR3C2,HMDB0001547,Corticosterone
1063,SLC22A3,HMDB0001547,Corticosterone
1064,VDR,HMDB0001830,Progesterone
1065,AR,HMDB0001830,Progesterone
1066,NR3C2,HMDB0001830,Progesterone
1067,NR1I2,HMDB0001830,Progesterone
1068,PGR,HMDB0001830,Progesterone
1069,ESR1,HMDB0001830,Progesterone
1072,ESR2,HMDB0001830,Progesterone
1074,AR,HMDB0001852,all-trans-Retinoic acid
1075,NR1H4,HMDB0001852,all-trans-Retinoic acid
1076,NR6A1,HMDB0001852,all-trans-Retinoic acid
1077,RXRA,HMDB0001852,all-trans-Retinoic acid
1078,RARG,HMDB0001852,all-trans-Retinoic acid
1079,NR2F2,HMDB0001852,all-trans-Retinoic acid
1080,RXRB,HMDB0001852,all-trans-Retinoic acid
1082,RXRG,HMDB0001852,all-trans-Retinoic acid
1083,NR1I2,HMDB0001852,all-trans-Retinoic acid
1084,RARB,HMDB0001852,all-trans-Retinoic acid
1085,RARA,HMDB0001852,all-trans-Retinoic acid
1181,VDR,HMDB0001903,Calcitriol
1182,AR,HMDB0001903,Calcitriol
1183,RARB,HMDB0001903,Calcitriol
1184,PPARG,HMDB0001903,Calcitriol
1185,ESR1,HMDB0001903,Calcitriol
1186,ATP1A1,HMDB0001917,Digoxin
1191,ESR2,HMDB0001926,17a-Ethynylestradiol
1192,ESR1,HMDB0001926,17a-Ethynylestradiol
1193,PPARD,HMDB0001999,Eicosapentaenoic acid
1196,TRPV1,HMDB0002088,Oleoylethanolamide
1197,TRPV1,HMDB0004080,Anandamide
1198,CNR2,HMDB0004080,Anandamide
1199,CNR1,HMDB0004080,Anandamide
1200,CNR2,HMDB0004666,"MG(0:0/20:4(5Z,8Z,11Z,14Z)/0:0)"
1201,CNR1,HMDB0004666,"MG(0:0/20:4(5Z,8Z,11Z,14Z)/0:0)"
1202,PPARG,HMDB0004667,13-HODE
1204,NR3C2,HMDB0005036,Fluticasone propionate
1205,PGR,HMDB0005036,Fluticasone propionate
1206,NR3C1,HMDB0005036,Fluticasone propionate
1207,AGTR1,HMDB0014323,Valsartan
1210,NR3C1,HMDB0014326,Flunisolide
1211,TAAR1,HMDB0014328,Amphetamine
1212,SLC6A4,HMDB0014328,Amphetamine
1213,SLC6A3,HMDB0014328,Amphetamine
1214,SLC6A2,HMDB0014328,Amphetamine
1215,RARB,HMDB0014355,Adapalene
1217,ESR2,HMDB0014400,Diethylstilbestrol
1218,ESR1,HMDB0014400,Diethylstilbestrol
1219,ESRRA,HMDB0014400,Diethylstilbestrol
1220,ABCG2,HMDB0014400,Diethylstilbestrol
1222,RXRA,HMDB0014452,Bexarotene
1223,RXRB,HMDB0014452,Bexarotene
1224,RXRG,HMDB0014452,Bexarotene
1225,PPARG,HMDB0014452,Bexarotene
1226,EGFR,HMDB0014462,Gefitinib
1227,ERBB2,HMDB0014462,Gefitinib
1228,ABCG2,HMDB0014462,Gefitinib
1231,EPHB4,HMDB0014462,Gefitinib
1232,ERBB4,HMDB0014462,Gefitinib
1233,EPHB3,HMDB0014462,Gefitinib
1236,FLT3,HMDB0014462,Gefitinib
1240,CHRM4,HMDB0014466,Amitriptyline
1241,HRH1,HMDB0014466,Amitriptyline
1242,CHRM5,HMDB0014466,Amitriptyline
1243,ADRA1A,HMDB0014466,Amitriptyline
1244,ADRA1D,HMDB0014466,Amitriptyline
1245,HRH2,HMDB0014466,Amitriptyline
1246,HTR7,HMDB0014466,Amitriptyline
1247,CHRM2,HMDB0014466,Amitriptyline
1248,HTR1A,HMDB0014466,Amitriptyline
1249,ADRA1B,HMDB0014466,Amitriptyline
1250,CHRM1,HMDB0014466,Amitriptyline
1251,HTR6,HMDB0014466,Amitriptyline
1252,ADRA2A,HMDB0014466,Amitriptyline
1253,SLC6A4,HMDB0014466,Amitriptyline
1254,CHRM3,HMDB0014466,Amitriptyline
1255,SLC6A2,HMDB0014466,Amitriptyline
1259,NR3C1,HMDB0014469,Fluorometholone
1260,PTGDR2,HMDB0014473,Indomethacin
1263,PPARG,HMDB0014473,Indomethacin
1270,PTGER3,HMDB0014473,Indomethacin
1271,PTGER4,HMDB0014473,Indomethacin
1272,PTGER1,HMDB0014473,Indomethacin
1274,PTGER2,HMDB0014473,Indomethacin
1275,PGR,HMDB0014511,Levonorgestrel
1276,NR3C2,HMDB0014565,Spironolactone
1277,PGR,HMDB0014565,Spironolactone
1278,AR,HMDB0014565,Spironolactone
1279,NR3C1,HMDB0014565,Spironolactone
1280,NR3C1,HMDB0014586,Betamethasone
1281,OPRM1,HMDB0014597,Meperidine
1282,ADRA2C,HMDB0014600,Prazosin
1283,ADRA1A,HMDB0014600,Prazosin
1284,ADRA1D,HMDB0014600,Prazosin
1285,ADRA1B,HMDB0014600,Prazosin
1286,ADRA2A,HMDB0014600,Prazosin
1287,HRH1,HMDB0014620,Chlorpromazine
1288,DRD3,HMDB0014620,Chlorpromazine
1289,ADRA1A,HMDB0014620,Chlorpromazine
1291,DRD2,HMDB0014620,Chlorpromazine
1292,HTR1A,HMDB0014620,Chlorpromazine
1293,ADRA1B,HMDB0014620,Chlorpromazine
1294,DRD5,HMDB0014620,Chlorpromazine
1295,DRD4,HMDB0014620,Chlorpromazine
1308,RET,HMDB0014671,Erlotinib
1309,ERBB4,HMDB0014671,Erlotinib
1311,EPHB3,HMDB0014671,Erlotinib
1312,EGFR,HMDB0014671,Erlotinib
1313,ERBB2,HMDB0014671,Erlotinib
1314,FLT3,HMDB0014671,Erlotinib
1320,CHRM4,HMDB0014680,Nortriptyline
1321,HRH1,HMDB0014680,Nortriptyline
1322,CHRM5,HMDB0014680,Nortriptyline
1323,ADRA1A,HMDB0014680,Nortriptyline
1324,ADRA1D,HMDB0014680,Nortriptyline
1325,DRD2,HMDB0014680,Nortriptyline
1326,CHRM2,HMDB0014680,Nortriptyline
1327,HTR1A,HMDB0014680,Nortriptyline
1328,ADRA1B,HMDB0014680,Nortriptyline
1329,CHRM1,HMDB0014680,Nortriptyline
1330,ADRA2A,HMDB0014680,Nortriptyline
1331,HTR2C,HMDB0014680,Nortriptyline
1332,SLC6A4,HMDB0014680,Nortriptyline
1333,CHRM3,HMDB0014680,Nortriptyline
1334,SLC6A2,HMDB0014680,Nortriptyline
1335,HRH1,HMDB0014683,Amoxapine
1336,DRD3,HMDB0014683,Amoxapine
1337,ADRA1A,HMDB0014683,Amoxapine
1338,DRD2,HMDB0014683,Amoxapine
1339,HTR7,HMDB0014683,Amoxapine
1340,HTR1A,HMDB0014683,Amoxapine
1341,CHRM1,HMDB0014683,Amoxapine
1342,HTR6,HMDB0014683,Amoxapine
1343,ADRA2A,HMDB0014683,Amoxapine
1344,HTR2C,HMDB0014683,Amoxapine
1345,SLC6A4,HMDB0014683,Amoxapine
1346,HTR2B,HMDB0014683,Amoxapine
1347,SLC6A2,HMDB0014683,Amoxapine
1348,DRD4,HMDB0014683,Amoxapine
1351,NR3C1,HMDB0014687,Desoximetasone
1357,NR3C1,HMDB0014758,Triamcinolone
1358,HTR1A,HMDB0014794,Trazodone
1359,HTR2C,HMDB0014794,Trazodone
1360,HRH1,HMDB0014794,Trazodone
1361,ADRA1A,HMDB0014794,Trazodone
1362,ADRA1B,HMDB0014794,Trazodone
1363,ADRA2A,HMDB0014794,Trazodone
1364,SLC6A4,HMDB0014794,Trazodone
1365,AR,HMDB0014825,Fludrocortisone
1366,NR3C2,HMDB0014838,Eplerenone
1367,ADRA2C,HMDB0014844,Tamsulosin
1368,ADRA1A,HMDB0014844,Tamsulosin
1369,ADRA1D,HMDB0014844,Tamsulosin
1370,ADRA1B,HMDB0014844,Tamsulosin
1371,ADRA2A,HMDB0014844,Tamsulosin
1372,PGR,HMDB0014855,Norethindrone
1373,ESR1,HMDB0014855,Norethindrone
1384,RARG,HMDB0014937,Tazarotene
1385,RARB,HMDB0014937,Tazarotene
1386,RARA,HMDB0014937,Tazarotene
1387,OPRM1,HMDB0014940,Alfentanil
1388,PGR,HMDB0014961,Ethynodiol Diacetate
1389,ESR1,HMDB0014961,Ethynodiol Diacetate
1390,GABRG2,HMDB0014967,Diazepam
1391,GABRA6,HMDB0014967,Diazepam
1392,GABRA4,HMDB0014967,Diazepam
1393,AR,HMDB0014972,Mifepristone
1394,PGR,HMDB0014972,Mifepristone
1395,NR3C1,HMDB0014972,Mifepristone
1396,ADRB2,HMDB0014979,Dobutamine
1397,NR3C1,HMDB0014984,Flurandrenolide
1398,NR3C2,HMDB0014998,Prednisolone
1399,NR3C1,HMDB0014998,Prednisolone
1402,SLC6A3,HMDB0015043,Cocaine
1403,SLC6A2,HMDB0015043,Cocaine
1404,KCNH2,HMDB0015043,Cocaine
1405,SLC6A4,HMDB0015043,Cocaine
1406,ABCC8,HMDB0015048,Repaglinide
1407,PTGER3,HMDB0015064,Misoprostol
1408,PTGER4,HMDB0015064,Misoprostol
1409,PTGER2,HMDB0015064,Misoprostol
1410,CHRM4,HMDB0015069,Maprotiline
1411,HRH1,HMDB0015069,Maprotiline
1412,CHRM5,HMDB0015069,Maprotiline
1413,CHRM1,HMDB0015069,Maprotiline
1414,CHRM3,HMDB0015069,Maprotiline
1415,SLC6A2,HMDB0015069,Maprotiline
1416,ADRA2C,HMDB0015070,Oxymetazoline
1417,ADRA1A,HMDB0015070,Oxymetazoline
1418,ADRA1D,HMDB0015070,Oxymetazoline
1419,ADRA1B,HMDB0015070,Oxymetazoline
1420,ADRA2A,HMDB0015070,Oxymetazoline
1421,NR3C1,HMDB0015094,Methylprednisolone
1422,SLC22A6,HMDB0015144,Ketoprofen
1427,NR3C1,HMDB0015181,Fluocinonide
1433,ATP1A1,HMDB0015224,Ouabain
1434,ATP4A,HMDB0015224,Ouabain
1435,ATP12A,HMDB0015224,Ouabain
1437,ADRB1,HMDB0015267,Carvedilol
1438,ADRA2C,HMDB0015267,Carvedilol
1439,ADRA1A,HMDB0015267,Carvedilol
1440,ADRA1D,HMDB0015267,Carvedilol
1441,ADRB3,HMDB0015267,Carvedilol
1442,ADRA1B,HMDB0015267,Carvedilol
1443,ADRB2,HMDB0015267,Carvedilol
1444,ADRA2A,HMDB0015267,Carvedilol
1445,KCNH2,HMDB0015267,Carvedilol
1446,KCNH2,HMDB0015282,Desipramine
1447,CHRM4,HMDB0015282,Desipramine
1448,HRH1,HMDB0015282,Desipramine
1449,CHRM5,HMDB0015282,Desipramine
1450,ADRA1A,HMDB0015282,Desipramine
1451,CHRM2,HMDB0015282,Desipramine
1452,CHRM1,HMDB0015282,Desipramine
1453,SLC6A3,HMDB0015282,Desipramine
1454,SLC6A4,HMDB0015282,Desipramine
1455,CHRM3,HMDB0015282,Desipramine
1456,SLC6A2,HMDB0015282,Desipramine
1460,CHRM4,HMDB0015304,Orphenadrine
